topic_id,global_score,topic_observations,dt,mt,maxm,minm,stdm,avgm,top_phrases,phrase_count_shown,num_dipoles,analyzer_rows,top_dipoles,top_labels,avg_pi,max_pi,sum_obs_in_analyzer,max_obs_in_analyzer,candidate_narrative,relevant_to_disinformation,notes
t711432,1.3333333333333333,2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,two tenths | two full tenths | more than two-tenths | two-tenths | just two-tenths | one tenth | four tenths | one-tenth | six tenths | several tenths,10,1,1,D11_101 (1),Polarization7 (1),0.6666666666666666,0.6666666666666666,2,2,,,
t993277,1.3333333333333333,2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,a section | some sections | that section | The section | this section | This section | Section 47(1 | section | sections | those sections,10,1,1,D93_376 (1),Polarization7 (1),0.6666666666666666,0.6666666666666666,2,2,,,
t749290,1.333333333333333,12,3,0.3333333333333332,0.3333333333333332,0.0,0.1571348402636772,0.2222222222222221,a veteran | veterans | some veterans | the veterans | 12 veterans | the few veterans | The veteran | the veteran | 169 veterans | veteran,10,3,3,D17_899 (1) | D64_910 (1) | D21_910 (1),Polarization4 (2) | Polarization1 (1),0.22222222222222213,0.3333333333333332,12,5,,,
t236331,1.333333333333333,4,1,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.0,0.3333333333333332,patriotism | A patriotism | their patriotism | the patriotism | Patriotism | intense patriotism | proud patriotism | their patriotic passion | idle patriotism | patriotic spirit,10,1,1,D31_751 (1),Polarization4 (1),0.3333333333333332,0.3333333333333332,4,4,,,
t449679,1.333333333333333,4,1,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.0,0.3333333333333332,the Reign | his reign | her reign | the reign | This reign | The reign | their reign | reigning champion | reigning champions | reigning world,10,1,1,D19_21 (1),Polarization4 (1),0.3333333333333332,0.3333333333333332,4,4,,,
t54350,1.333333333333333,4,1,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.0,0.3333333333333332,the dust | her dust | The Dust | the Dust | dust | more dust | star dust | so much dust | the dangers dust | the dust-up,10,1,1,D110_910 (1),Polarization4 (1),0.3333333333333332,0.3333333333333332,4,4,,,
t563338,1.333333333333333,4,1,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.0,0.3333333333333332,"total medal count | the total medal count | her total medal count | ""Total Medals | our Olympic medal tally | to@teamgb's medal count | The total medal count | total medal counts | the total medal count - 50 medals | the actual medal count",10,1,1,D31_70 (1),Polarization4 (1),0.3333333333333332,0.3333333333333332,4,4,,,
t918253,1.333333333333333,4,1,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.0,0.3333333333333332,the worship | Worship | worship | -worship | the only worship | Sunday worship | religious worship | our public worship,8,1,1,D38_90 (1),Polarization4 (1),0.3333333333333332,0.3333333333333332,4,4,,,
t637187,1.329545454545455,117,16,0.1818181818181818,1.0,0.0,0.3394863395895783,0.2448569749216301,"tourists | the tourists | the tourist | tourist | The tourists | more tourists | a tourist | the only tourist | the 500,000 tourists | most tourists",10,16,16,D6_908 (1) | D10_419 (1) | D432_910 (1) | D6_72 (1) | D1_908 (1),Polarization1 (7) | Polarization2 (5) | Polarization0 (2) | Polarization3 (1) | Polarization8 (1),0.24485697492163008,1.0,117,26,,,
t243174,1.3287037037037035,41,12,0.3888888888888888,0.8888888888888888,0.0,0.2845998683204385,0.3564814814814814,a dispute | The dispute | the dispute | disputes | this dispute | This dispute | dispute | Her dispute | no dispute | the Disputes,10,12,12,D2_184 (1) | D19_910 (1) | D19_52 (1) | D19_29 (1) | D19_21 (1),Polarization1 (4) | Polarization6 (3) | Polarization4 (3) | Polarization9 (1) | Polarization7 (1),0.35648148148148145,0.8888888888888888,41,6,,,
t793717,1.3166666666666664,158,44,0.3666666666666666,1.0,0.0,0.4262965368520982,0.465909090909091,No party | parties | all parties | no party | a party | the party | party | his party | All parties | the parties,10,44,44,D68_911 (1) | D6_38 (1) | D2_184 (1) | D3_908 (1) | D6_908 (1),Polarization1 (16) | Polarization0 (14) | Polarization7 (4) | Polarization3 (4) | Polarization4 (3),0.4659090909090909,1.0,158,11,,,
t783638,1.3125,21,8,0.5,1.0,0.0,0.3903123748998999,0.5625,Audio | audio | the audio | - Audio | 5.1.4 audio | this audio | an audio | This audio | the video's audio | the sound,10,8,8,D8_51 (1) | D55_911 (1) | D19_910 (1) | D5_19 (1) | D51_910 (1),Polarization0 (3) | Polarization6 (3) | Polarization1 (2),0.5625,1.0,21,4,,,
t984450,1.3076923076923077,68,26,0.5,1.0,0.0,0.4583221264543456,0.4615384615384615,her first gold medal | his first gold medal | the first gold medal | our first gold medal | its first gold medal | The first gold medal | their first gold medal | their first Olympic gold medal | her first Olympic gold medal | his first Olympic gold medal,10,26,26,D68_911 (1) | D10_11 (1) | D63_911 (1) | D14_16 (1) | D30_908 (1),Polarization1 (12) | Polarization0 (10) | Polarization6 (4),0.46153846153846156,1.0,68,6,,,
t25203,1.30625,99,32,0.4222222222222221,1.0,0.0,0.41773705105863,0.4513888888888889,a mistake | her mistakes | mistakes | mistake | the mistakes | the mistake | this mistake | no mistake | their mistake | some mistakes,10,32,32,D40_54 (1) | D6_38 (1) | D2_7 (1) | D20_38 (1) | D40_361 (1),Polarization1 (12) | Polarization0 (10) | Polarization6 (4) | Polarization4 (2) | Polarization3 (2),0.4513888888888889,1.0,99,8,,,
t990184,1.3055555555555556,47,18,0.5,1.0,0.0,0.4202520636263043,0.4259259259259259,his fingernails | a fingernail | her fingernails | your fingernails | fingertips | your fingertips | the fingertips | a fingertip | his fingertips | the same fingertip,10,18,18,D63_911 (1) | D55_911 (1) | D19_910 (1) | D5_19 (1) | D492_910 (1),Polarization1 (8) | Polarization0 (5) | Polarization6 (4) | Polarization7 (1),0.4259259259259259,1.0,47,4,,,
t553445,1.3035714285714286,73,14,0.25,1.0,0.0,0.3800677973891564,0.3035714285714285,elements | an element | the elements | The element | each element | any elements | its elements | more elements | the element | Each element,10,14,14,D2_27 (1) | D19_93 (1) | D182_910 (1) | D19_910 (1) | D21_111 (1),Polarization1 (6) | Polarization3 (5) | Polarization0 (3),0.30357142857142855,1.0,73,10,,,
t355716,1.3030303030303028,172,44,0.3333333333333332,1.0,0.0,0.3912184677243366,0.3754329004329004,links | the link | any links | 78 Link | our links | some links | a link | 5 34 5 34 Link | no link | this link,10,44,44,D6_908 (1) | D19_181 (1) | D9_14 (1) | D6_106 (1) | D51_908 (1),Polarization1 (19) | Polarization0 (10) | Polarization6 (9) | Polarization4 (5) | Polarization3 (1),0.37543290043290045,1.0,172,8,,,
t428445,1.3,52,20,0.5,1.0,0.0,0.4173697771331766,0.4222222222222222,a path | their path | the path | their paths | paths | our paths | its path | The path | path | her own path,10,20,20,D9_44 (1) | D50_899 (1) | D2_184 (1) | D10_44 (1) | D42_113 (1),Polarization1 (9) | Polarization0 (5) | Polarization6 (4) | Polarization8 (1) | Polarization7 (1),0.4222222222222222,1.0,52,4,,,
t895269,1.3,26,10,0.5,1.0,0.0,0.4153311931459037,0.55,the topic | this topic | Topic | topics | topic | other topics | these topics | the topics | a topic | One topic,10,10,10,D2_27 (1) | D199_910 (1) | D559_910 (1) | D93_378 (1) | D93_910 (1),Polarization0 (4) | Polarization6 (3) | Polarization1 (3),0.55,1.0,26,4,,,
t809758,1.296296296296296,175,45,0.3333333333333332,1.0,0.0,0.4509061140981996,0.4548148148148148,their presence | The presence | a presence | her presence | the presence | Their presence | his presence | His presence | just the presence | your presence,10,45,45,D93_186 (1) | D369_880 (1) | D10_44 (1) | D189_880 (1) | D52_93 (1),Polarization1 (19) | Polarization0 (15) | Polarization9 (4) | Polarization4 (3) | Polarization2 (3),0.45481481481481484,1.0,175,8,,,
t582798,1.2894736842105263,49,19,0.5,1.0,0.0,0.4259582646378591,0.4473684210526316,"effect | EFFECT | the effects | that effect | ""the effects | effects | its effect | an effect | this effect | the effect",10,19,19,D6_38 (1) | D189_880 (1) | D8_64 (1) | D20_38 (1) | D38_129 (1),Polarization1 (8) | Polarization0 (6) | Polarization6 (5),0.4473684210526316,1.0,49,4,,,
t300002,1.2857142857142858,18,7,0.5,1.0,0.0,0.3499271061118826,0.3571428571428571,the motivation | her motivation | a motivation | more motivation | motivation | any motivation | my motivation | his motivation | that motivation | motivations,10,7,7,D5_10 (1) | D5_22 (1) | D10_38 (1) | D21_38 (1) | D96_910 (1),Polarization1 (3) | Polarization6 (3) | Polarization0 (1),0.35714285714285715,1.0,18,4,,,
t338470,1.2857142857142858,18,7,0.5,0.5,0.0,0.2474358296526967,0.2857142857142857,arrests | the arrests | his arrest | arrest | the arrest | her arrest | an arrest | The 380 arrests | any arrests | no arrests,10,7,7,D19_93 (1) | D19_910 (1) | D10_134 (1) | D42_910 (1) | D93_910 (1),Polarization6 (4) | Polarization1 (3),0.2857142857142857,0.5,18,3,,,
t185983,1.2777777777777777,23,9,0.5,1.0,0.0,0.3333333333333333,0.5,more funding | funding | the funding | The funding | her funding | Funding | the same funding | no funding | what funding | any funding,10,9,9,D3_6 (1) | D10_57 (1) | D1_911 (1) | D97_911 (1) | D65_911 (1),Polarization6 (5) | Polarization1 (2) | Polarization0 (2),0.5,1.0,23,3,,,
t571739,1.2777777777777777,23,9,0.5,1.0,0.0,0.437444881889545,0.4444444444444444,Kit | the kit | The kit | kit | kits | their kit | their kits | her kits | this kit | These kits,10,9,9,D51_908 (1) | D51_910 (1) | D14_908 (1) | D1_908 (1) | D1_911 (1),Polarization1 (4) | Polarization0 (3) | Polarization6 (2),0.4444444444444444,1.0,23,4,,,
t905052,1.2767857142857142,65,14,0.2749999999999999,0.5,0.0,0.2318129523947253,0.2535714285714285,"participants | all the participants | the participants | the participant | 1,800 participants | the 100 participants | The participants | 188 participants | the 200 participants | only 175 participants",10,14,14,D2_184 (1) | D32_45 (1) | D2_7 (1) | D10_45 (1) | D6_52 (1),Polarization6 (6) | Polarization1 (6) | Polarization3 (2),0.25357142857142856,0.5,65,10,,,
t465349,1.276595744680851,180,47,0.3333333333333332,1.0,0.0,0.4095706302973307,0.3829787234042553,a scandal | scandal | scandals | the scandal | The scandal | All the scandals | the scandals | a few scandals | other scandals | that scandal,10,47,47,D6_908 (1) | D19_181 (1) | D6_106 (1) | D19_910 (1) | D42_89 (1),Polarization1 (22) | Polarization0 (11) | Polarization4 (5) | Polarization7 (5) | Polarization6 (4),0.3829787234042553,1.0,180,8,,,
t411899,1.2678571428571428,71,28,0.5,1.0,0.0,0.3673797436431472,0.5198412698412699,the importance | IMPORTANT | great importance | her importance | importance | this importance | its importance | the same importance | no importance | THE IMPORTANCE,10,28,28,D6_38 (1) | D10_44 (1) | D20_38 (1) | D19_910 (1) | D43_56 (1),Polarization6 (11) | Polarization0 (8) | Polarization1 (7) | Polarization7 (1) | Polarization4 (1),0.5198412698412699,1.0,71,4,,,
t293464,1.2666666666666666,4,2,0.6333333333333333,1.0,0.2666666666666666,0.3666666666666667,0.6333333333333333,stability | her stability | the stability | more stability | Stability | their stability | a stables | their stables | her stables | the stables,10,2,2,D6_134 (1) | D2_14 (1),Polarization0 (1) | Polarization3 (1),0.6333333333333333,1.0,4,2,,,
t107599,1.2647058823529411,43,17,0.5,1.0,0.0,0.3927827249788635,0.4934640522875817,beach volleyball | the beach volleyball | Beach volleyball | beach volleyball action | volleyball | Volleyball | that volleyball | (volleyball | the beach volleyball event | the beach volleyball tournament,10,17,17,D10_44 (1) | D1_24 (1) | D24_44 (1) | D1_18 (1) | D18_43 (1),Polarization1 (5) | Polarization0 (5) | Polarization4 (3) | Polarization6 (2) | Polarization7 (2),0.4934640522875817,1.0,43,4,,,
t804642,1.2592592592592589,34,9,0.3333333333333332,1.0,0.0,0.4444444444444445,0.4444444444444444,ET | ET/11:45 | et | ET/ | ET/3:36 | ET/5:20 a.m. | ET/5:30 | 7:15 a.m ET | 10:30 ET | ET/5:20,10,9,9,D9_44 (1) | D31_70 (1) | D9_70 (1) | D34_41 (1) | D9_105 (1),Polarization1 (4) | Polarization0 (3) | Polarization4 (1) | Polarization7 (1),0.4444444444444444,1.0,34,5,,,
t1009466,1.2552339901477834,151,29,0.2410714285714285,0.8842105263157896,0.0,0.2491671463265244,0.2714493771355626,his stunts | the stunt | stunts | a stunt | The stunt | all the stunts | the stunts | his own stunts | all his own stunts | such stunts,10,29,29,D6_38 (1) | D106_879 (1) | D6_908 (1) | D45_90 (1) | D20_38 (1),Polarization1 (10) | Polarization3 (5) | Polarization5 (5) | Polarization7 (3) | Polarization4 (3),0.27144937713556266,0.8842105263157896,151,13,,,
t294661,1.2549019607843137,64,17,0.3333333333333332,1.0,0.0,0.3188068876345515,0.4588235294117647,teenagers | young teenagers | young adolescents | a young adolescent | a teenager | the teenager | teenager | The teenager | 14 teenagers | Teenager,10,17,17,D10_44 (1) | D5_7 (1) | D97_355 (1) | D10_134 (1) | D18_361 (1),Polarization4 (6) | Polarization6 (4) | Polarization0 (3) | Polarization1 (3) | Polarization9 (1),0.45882352941176463,1.0,64,7,,,
t439773,1.25,20,8,0.5,1.0,0.0,0.5,0.5,the task | the tasks | The task | my task | this task | The tasks | tasks | a task | task | their task,10,8,8,D10_80 (1) | D121_487 (1) | D80_910 (1) | D64_910 (1) | D14_121 (1),Polarization0 (4) | Polarization1 (4),0.5,1.0,20,3,,,
t76279,1.25,20,8,0.5,1.0,0.0,0.3535533905932738,0.4166666666666666,the past 10 years | the past 124 years | the past year | the past 100 years | the past years | the past few years | the past 30 years | the past 20 years | The past 4 years | The past few years,10,8,8,D5_7 (1) | D59_125 (1) | D31_205 (1) | D18_66 (1) | D1_18 (1),Polarization1 (3) | Polarization6 (2) | Polarization7 (2) | Polarization0 (1),0.41666666666666663,1.0,20,3,,,
t54420,1.25,15,6,0.5,1.0,0.0,0.5,0.5,this next chapter | the next chapter | my next chapter | her next chapter | The next chapter | our next chapter | his next chapter | another chapter | a new chapter | the newest chapters,10,6,6,D40_54 (1) | D54_748 (1) | D404_908 (1) | D64_910 (1) | D908_910 (1),Polarization1 (3) | Polarization0 (3),0.5,1.0,15,3,,,
t1005135,1.25,10,4,0.5,1.0,0.0,0.5,0.5,good manners | this manner | the manner | All manner | a manner | all manner | manner | that manner | the same manner | manners,10,4,4,D18_100 (1) | D18_90 (1) | D6_100 (1) | D6_90 (1),Polarization1 (2) | Polarization0 (2),0.5,1.0,10,3,,,
t286819,1.25,10,4,0.5,1.0,0.0,0.3535533905932738,0.5,"hell | a hell | THE HELL | What the hell | the Hell | Hell | the hell | ""So what the hell | Hell""and | this hell",10,4,4,D38_187 (1) | D47_71 (1) | D71_121 (1) | D38_90 (1),Polarization6 (2) | Polarization0 (1) | Polarization1 (1),0.5,1.0,10,3,,,
t531975,1.25,10,4,0.5,1.0,0.0,0.5,0.5,AI | âI | its AI | the AI | What AI | 38 âI | âI'd | The AI | Â âI | AI Everywhere,10,4,4,D19_910 (1) | D6_19 (1) | D19_21 (1) | D21_910 (1),Polarization1 (2) | Polarization0 (2),0.5,1.0,10,3,,,
t532408,1.25,10,4,0.5,1.0,0.0,0.5,0.5,dramatic fashion | a dramatic fashion | dramatic style | a particularly dramatic fashion | a dramatic appearance | more dramatics,6,4,4,D8_24 (1) | D8_14 (1) | D2_14 (1) | D11_24 (1),Polarization0 (2) | Polarization1 (2),0.5,1.0,10,3,,,
t602246,1.25,10,4,0.5,1.0,0.0,0.5,0.5,throwing | a throw | that throw | throws | the throw | The throw | throw | each throw | their throw | 30 throws,10,4,4,D199_910 (1) | D8_14 (1) | D8_58 (1) | D199_444 (1),Polarization0 (2) | Polarization1 (2),0.5,1.0,10,3,,,
t6728,1.25,10,4,0.5,1.0,0.0,0.5,0.5,The hall | the hall | the Hall | Hall | hall | halls | Not only Hall | a hall | 11 Hall | A hall,10,4,4,D14_16 (1) | D1_911 (1) | D12_361 (1) | D38_910 (1),Polarization1 (2) | Polarization0 (2),0.5,1.0,10,3,,,
t69063,1.25,10,4,0.5,0.6666666666666666,0.0,0.2499999999999999,0.4166666666666666,"the Chair | his chair | chairs | the chair | chair | the ""Chair | Chair | my chair | a chair | The chair",10,4,4,D6_38 (1) | D6_106 (1) | D21_38 (1) | D2_13 (1),Polarization6 (2) | Polarization1 (1) | Polarization7 (1),0.41666666666666663,0.6666666666666666,10,3,,,
t1605,1.25,5,2,0.5,1.0,0.0,0.5,0.5,any major changes | a major change | major change | a huge change | a big change | big changes | big change | The biggest change | a big 'change | the biggest changes,10,2,2,D6_908 (1) | D1_908 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t199871,1.25,5,2,0.5,1.0,0.0,0.5,0.5,college | colleges | a college | the College | the colleges | the same college | College | Some colleges | the college | COLLEGE,10,2,2,D31_44 (1) | D337_911 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t285206,1.25,5,2,0.5,1.0,0.0,0.5,0.5,"Brazil | brazil | Brazil,122 | Brazil,15 | Argentina | ARGENTINA | Brazil'sRebeca | Southeast Brazil",8,2,2,D4_5 (1) | D113_531 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t316245,1.25,5,2,0.5,1.0,0.0,0.5,0.5,Hay | hay | Haymes,3,2,2,D21_111 (1) | D21_910 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t447912,1.25,5,2,0.5,1.0,0.0,0.5,0.5,X(formerly Twitter | X(Twitter | X/Twitter | X (Twitter | Twitter/X | formerly Twitter | Formerly Twitter | formerly twitter | X(formerlyTwitter | Another X/Twitter,10,2,2,D20_38 (1) | D38_910 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t52826,1.25,5,2,0.5,1.0,0.0,0.5,0.5,their peers | her peers | peers | his peers | peer | both my peers | his peer | her peer | Peer | My peers,10,2,2,D2_7 (1) | D2_65 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t536488,1.25,5,2,0.5,1.0,0.0,0.5,0.5,one point | just one point | only one point | one more point | Only one point | one or two points | one given point | only two points | two points | no more than two points,10,2,2,D10_45 (1) | D21_45 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t579222,1.25,5,2,0.5,1.0,0.0,0.5,0.5,the comforts | the comfort | a comfort | some comfort | comfort | comforts | other comforts | her comfort | comfortability | the usual comforts,10,2,2,D1_18 (1) | D18_43 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t737401,1.25,5,2,0.5,1.0,0.0,0.5,0.5,another team | certain teams,2,2,2,D1_911 (1) | D47_362 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t800474,1.25,5,2,0.5,1.0,0.0,0.5,0.5,silverware | some silverware | home silverware | some much-deserved silverware | his Olympic silverware | shiny silverware | The dishware | even more silverware | so much silverware,9,2,2,D395_910 (1) | D1_50 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t806534,1.25,5,2,0.5,1.0,0.0,0.5,0.5,two goals | my two goals | one goal | two other goals | the two goals | The two goals | Two goals | just two goals | two more goals | just one goal,10,2,2,D1_911 (1) | D9_911 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t81704,1.25,5,2,0.5,1.0,0.0,0.5,0.5,other benefits | the benefits | benefits | the benefit | their benefit | benefit | a benefit | their benefits | any benefits | their own benefit,10,2,2,D18_43 (1) | D20_54 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t908205,1.25,5,2,0.5,1.0,0.0,0.5,0.5,a stunning comeback | a remarkable comeback | the more remarkable comebacks | remarkable comeback | her remarkable comeback | a spectacular comeback | another remarkable comeback | his incredible comeback | incredible comebacks | an incredible comeback,10,2,2,D20_22 (1) | D1_2 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t944075,1.25,5,2,0.5,1.0,0.0,0.5,0.5,journalism | our journalism | this journalism | OUR JOURNALISM | Journalism | the journalism | Our journalism | Journalismâs | entertainment journalism | Producing journalism,10,2,2,D2_65 (1) | D2_182 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t964095,1.25,5,2,0.5,1.0,0.0,0.5,0.5,zero points | her zero points | zero point | precisely zero points,4,2,2,D70_217 (1) | D42_133 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t969759,1.25,5,2,0.5,1.0,0.0,0.5,0.5,Her behaviour | his behaviour | behaviour | behaviours | Behaviour | their behaviour | such behaviour | her behaviour | His behaviour | the behaviour,10,2,2,D97_355 (1) | D1_2 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t975299,1.25,5,2,0.5,1.0,0.0,0.5,0.5,its grip | grip | a grip | grips | the grips | her grip | their grip | the grip | his grip | grip avoidance,10,2,2,D9_70 (1) | D9_105 (1),Polarization1 (1) | Polarization0 (1),0.5,1.0,5,3,,,
t993253,1.25,5,2,0.5,1.0,0.0,0.5,0.5,the entire roster | the entire 12-man roster | the entire team | his entire team | our entire team | entire team | my entire team | THE WHOLE TEAM | the whole team | a whole team,10,2,2,D341_910 (1) | D113_531 (1),Polarization0 (1) | Polarization1 (1),0.5,1.0,5,3,,,
t548852,1.2416666666666665,149,24,0.1999999999999999,0.7777777777777777,0.0,0.274960171493374,0.3000440917107583,a fighter | All fighters | FIGHTER | the fighters | fighters | Fighter | that fighter | The fighters | both fighters | The other fighter,10,24,24,D2_184 (1) | D30_291 (1) | D97_102 (1) | D97_291 (1) | D49_97 (1),Polarization1 (8) | Polarization2 (5) | Polarization7 (5) | Polarization6 (2) | Polarization5 (1),0.30004409171075835,0.7777777777777777,149,14,,,
t296268,1.2307692307692308,32,13,0.5,1.0,0.0,0.3648781915578899,0.5384615384615384,meaning | the meaning | any meaning | a meaning | no meaning | its own meaning | the meanings | its meaning | the definition | his definition,10,13,13,D6_38 (1) | D45_90 (1) | D38_129 (1) | D90_124 (1) | D38_45 (1),Polarization6 (6) | Polarization0 (4) | Polarization1 (3),0.5384615384615384,1.0,32,3,,,
t854285,1.2272727272727273,27,11,0.5,1.0,0.0,0.4579418563547701,0.4772727272727273,additional medals | two additional medals | another medal | Another medal | ANOTHER medal | another (medal | a bonus medal | ANOTHER GOOD MEDAL | yet another medal | multiples medals,10,11,11,D53_81 (1) | D8_51 (1) | D8_53 (1) | D47_81 (1) | D47_71 (1),Polarization1 (5) | Polarization0 (4) | Polarization8 (1) | Polarization6 (1),0.4772727272727273,1.0,27,6,,,
t159327,1.224444444444444,57,15,0.3222222222222221,1.0,0.0,0.4173770076675193,0.4792592592592593,her room | no room | his room | more room | my room | our room | a room | the rooms | all the rooms | The rooms,10,15,15,D10_44 (1) | D6_908 (1) | D6_72 (1) | D14_908 (1) | D31_908 (1),Polarization0 (5) | Polarization1 (5) | Polarization4 (3) | Polarization7 (2),0.4792592592592593,1.0,57,7,,,
t165013,1.2209876543209872,86,27,0.3833333333333332,1.0,0.0,0.4223543293465881,0.5091710758377425,the job | only job | her job | my job | our job | the jobs | their job | jobs | your job | this job,10,27,27,D6_908 (1) | D72_911 (1) | D43_56 (1) | D6_72 (1) | D93_586 (1),Polarization0 (9) | Polarization1 (9) | Polarization4 (5) | Polarization9 (2) | Polarization6 (1),0.5091710758377425,1.0,86,7,,,
t819793,1.21875,13,4,0.375,1.0,0.0,0.4463392767839281,0.4375,founder | now Founder | the founder | a founder | Founder | their founder | founders | its founder | the founders | Its founder,10,4,4,D6_52 (1) | D10_57 (1) | D184_910 (1) | D10_52 (1),Polarization1 (2) | Polarization0 (1) | Polarization8 (1),0.4375,1.0,13,5,,,
t560320,1.2148148148148146,164,45,0.3333333333333332,1.0,0.0,0.3714031690448104,0.3609876543209876,Punchy analysis | punchy analysis | practice Punchy analysis | my story Punchy analysis | so far Punchy analysis | 'revealed' Punchy analysis | post Punchy analysis | his warning Punchy analysis | lights Punchy analysis | purpose Punchy analysis,10,45,45,D64_100 (1) | D50_71 (1) | D6_908 (1) | D8_51 (1) | D53_94 (1),Polarization1 (19) | Polarization6 (8) | Polarization0 (8) | Polarization4 (6) | Polarization3 (2),0.3609876543209876,1.0,164,7,,,
t773690,1.2000000000000002,8,2,0.3,0.6000000000000001,0.0,0.3,0.3,the edge | an edge | the edges | The edge | Edge | edge | that edge | edges | no edge | the Edge,10,2,2,D385_910 (1) | D105_106 (1),Polarization7 (1) | Polarization1 (1),0.30000000000000004,0.6000000000000001,8,6,,,
t3395,1.2,2,1,0.6,0.6,0.6,0.0,0.6,Diamond | diamonds | 546 diamonds | diamond | the Diamond | a diamond | eight diamonds | the traditional diamond,8,1,1,D98_778 (1),Polarization6 (1),0.6,0.6,2,2,,,
t954114,1.1999999999999995,18,5,0.3333333333333332,1.0,0.0,0.3265986323710904,0.4333333333333333,possession | her possession | his possessions | a possession | 23% possession | possessions | the possession | his possession | their possession | Possessions,10,5,5,D26_53 (1) | D31_236 (1) | D53_141 (1) | D4_5 (1) | D52_236 (1),Polarization4 (2) | Polarization0 (1) | Polarization6 (1) | Polarization1 (1),0.4333333333333333,1.0,18,6,,,
t942625,1.1988095238095238,114,24,0.2523809523809524,1.0,0.0,0.3265139016021894,0.3714298682435937,judgement | the judgement | judgement'and | that judgement | the Judgement | The judgement | your judgement | a judgement | judgements | this judgment,10,24,24,D6_492 (1) | D649_910 (1) | D217_219 (1) | D219_910 (1) | D492_910 (1),Polarization3 (6) | Polarization1 (5) | Polarization2 (3) | Polarization0 (3) | Polarization9 (2),0.3714298682435937,1.0,114,13,,,
t697006,1.1904761904761905,50,21,0.5,1.0,0.0,0.460454276328898,0.4523809523809524,a build-up | the build-up | The build-up | this build-up | Build-up | our build-up | their build-up | his build-up | all the build-up | build-up,10,21,21,D2_7 (1) | D5_7 (1) | D9_14 (1) | D101_362 (1) | D362_910 (1),Polarization1 (10) | Polarization0 (8) | Polarization6 (3),0.4523809523809524,1.0,50,4,,,
t382781,1.1875,19,8,0.5,1.0,0.0,0.5,0.5,humour | some humour | humor | Humor | good humour | the 2006 comedy | comedy | a comedy | The comedy | dark humour,10,8,8,D15_71 (1) | D15_911 (1) | D64_910 (1) | D153_910 (1) | D25_54 (1),Polarization0 (4) | Polarization1 (4),0.5,1.0,19,3,,,
t325146,1.181818181818182,26,11,0.5,1.0,0.0,0.3706533966042176,0.4343434343434342,a flag bearer | The flag bearers | flag bearers | flag bearer | the flag bearer | the flag bearers | the flag-bearer | his nation's flag bearer | the male flag bearer | our flag bearer,10,11,11,D432_910 (1) | D71_121 (1) | D16_54 (1) | D20_54 (1) | D25_54 (1),Polarization1 (4) | Polarization6 (2) | Polarization7 (2) | Polarization0 (2) | Polarization5 (1),0.43434343434343425,1.0,26,3,,,
t450474,1.1785714285714286,33,14,0.5,1.0,0.0,0.5,0.5,a reference | reference | No reference | the reference | a few references | (a reference | The reference | REFERENCE | A REFERENCE | references,10,14,14,D122_910 (1) | D189_880 (1) | D8_20 (1) | D21_189 (1) | D1_908 (1),Polarization1 (7) | Polarization0 (7),0.5,1.0,33,4,,,
t466274,1.1777777777777774,106,30,0.3333333333333332,1.0,0.0,0.4398723159292793,0.4388888888888889,control | no control | the control | my control | our control | Control | any control | their control | controls | his control,10,30,30,D6_38 (1) | D10_44 (1) | D50_71 (1) | D52_171 (1) | D38_659 (1),Polarization1 (13) | Polarization0 (10) | Polarization4 (4) | Polarization7 (2) | Polarization6 (1),0.4388888888888889,1.0,106,8,,,
