article_index,title,publication_date,source,url,label,confidence,strong_hits,support_hits,all_hits_count,snippet
6620,Olympics News: Team GB medal hope hits out at ban as Khelif taunts critics | Other | Sport | Express.co.uk,2024-08-07,www.express.co.uk,https://www.express.co.uk/sport/othersport/1933001/Olympics-LIVE-Team-GB-golf-boxing-Khelif,high_precision,high,"imane khelif, khelif","boxing, algeria, algerian, gender, sex, male, female",9,"...he mixed multihull gold medal race.

In the track cycling men's team pursuit final, the quartet of Ethan Hayter, Ollie Wood, Ethan Vernon and Charlie Tanfield took on Australia, while the track and field action continued. There has also been further boxing fallout, after Imane Khelif defied her critics to make the women's 66kg final.

You can recap all the latest Olympics news in our LIVE blog, below....

Sunday's closing ceremony is fast approaching, with only a few more days of Olympic action..."
6849,Algerian Boxer Imane Khelif Shines Amidst Controversy At The Paris Olympics,2024-08-04,www.si.com,https://www.si.com/fannation/boxing/algerian-boxer-imane-khelif-shines-amidst-controversy-at-the-paris-olympics-01j4f771wvx8,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, sex",9,"By Mohamed Bahaa

In a compelling and emotional bout at the Paris Olympics, Algerian boxer Imane Khelif clinched a medal in the womenâs 66-kilogram division. Her victory comes after a storm of controversy and online abuse centered around misconceptions about her gender, igniting broader debates about identity in sports.

K..."
7622,Olympics 2024: Boxer Imane Khelif issues defiant response after reaching final | The Standard,2024-08-07,www.standard.co.uk,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-iimane-khelif-boxing-final-b1175169.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test",9,"To use the search feature, we need your consent to load Google Custom Search, which may use cookies or similar technologies. Please click 'Allow and Continue' below to enable search. See our privacy policy for more information.

Sport|Olympics

Algerian boxerImane Khelifwill have a shot at gold on Friday after winning her semi-final against Janjaem Suwannapheng on Tuesday night.

Khelif has been caught up in an eligibility row at these Games, after being disqualified from last year’s World..."
7759,Olympics 2024: Boxer Angela Carini quits after 46 seconds against Imane Khelif amid eligibility row | The Standard,2024-08-01,www.standard.co.uk,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-boxing-imane-khelif-angela-carini-b1174232.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, sex",9,"...rch feature, we need your consent to load Google Custom Search, which may use cookies or similar technologies. Please click 'Allow and Continue' below to enable search. See our privacy policy for more information.

Sport|Olympics

TheParis Olympics’sboxinggender storm intensified on Thursday after an Italian fighter abandoned her bout inside a minute against a rival who had failed a sex test.

Angela Carini broke down in tears as she pulled out of the fight after just 46 seconds, having twice be..."
8181,Paris 2024: Khelif insists 'I am a woman' after gold,2024-08-09,www.rte.ie,https://www.rte.ie/sport/paris-2024/2024/0809/1464314-imane-khelif-boxing-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender",9,"Imane Khelif said questions over her eligibility made victory taste even sweeter after she eased to Olympic boxing gold on a packed Philippe-Chatrier Court at Roland Garros on Friday night.

Thousands of Algerian fans roared the 25-year-old welterwei..."
8714,YEAR IN REVIEW: Top 20 sporting quotes of 2024,2024-12-11,www.thesouthafrican.com,https://www.thesouthafrican.com/sport/year-in-review-top-20-sporting-quotes-of-2024-read-rafael-nadal-paris-olympics-exclusive,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, eligibility, gender, male, female",9,"...ay it is. It will explode. He is playing the victim, when he is the one causing the problems.”

– Max Verstappen’s father Jos Verstappen speaks out against Red Bull team boss Christian Horner after he was accused of inappropriate behaviour towards a female employee. Horner was later cleared of any wrongdoing

“To stand here as a four-time world champion is something I never thought was possible. It was a very challenging season.”

– Max Verstappen after winning his fourth world championship titl..."
8772,Semenya stands up in defence of intersex boxers at Paris Olympics | The Citizen,2024-08-06,www.citizen.co.za,https://www.citizen.co.za/sport/semenya-defence-intersex-boxers-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex, intersex",9,"...ust 2024

01:40 pm

Caster Semenya during a hearing at the European Court of Human Rights earlier this year. Picture: Frederick Florin/AFP

Two-time Olympic 800m champion Caster Semenya has called on international sporting authorities to standardise gender rules and protect intersex athletes from discrimination.

Semenya was banned from competing against women last year by World Athletics, along with other track athletes with differences of sexual development (DSD), a decision the South African..."
61,"Elon Musk, J.K. Rowling among those named in Algerian boxer Imane Khelif's lawsuit",2024-08-14,awfulannouncing.com,https://awfulannouncing.com/olympics/jk-rowling-elon-musk-algerian-boxer-imane-khelif-lawsuit.html,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, gender, sex, male",8,"Awful Announcing

J.K. Rowling and Elon Musk were among those named in a criminal complaint filed to French authorities for “acts of aggravated cyber harassment” against Algerian boxer and Olympic gold-medal winner Imane Khelif.

Variety spoke with Khelif’s attorney Nabil Boudi, who confirmed their inclusion.

The Algerian boxerfiled the complaint Fridayagainst X for “moral harassment” and what Boudi referred to as a..."
2044,‘I am a woman’: Imane Khelif hits back in gender row after claiming gold | Paris Olympic Games 2024 | The Guardian,2024-08-09,www.theguardian.com,https://www.theguardian.com/sport/article/2024/aug/10/i-am-a-woman-imane-khelif-hits-back-in-gender-row-after-claiming-gold,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"After a fortnight surrounded by a gender-row controversy, Imane ­Khelif became an Olympic gold medallist for the first time as she defeated the world champion Yang Liu of China in the women’s 66kg ­category by unanimous decision.

The greatest victory of the 25-year-old’s career was..."
2058,Algerian boxer Imane Khelif storms into Olympic final amid gender row | Paris Olympics 2024 News | Al Jazeera,2024-08-06,www.aljazeera.com,https://www.aljazeera.com/sports/2024/8/6/gender-row-target-algerian-imane-khelif-in-olympic-boxing-final-in-paris,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"Algeria’s Imane Khelif beats Thailand’s Janjaem Suwannapheng by unanimous decision to have a shot at winning gold in Friday’s final.

Share

Save

Algeria’s Imane Khelif has stormed into the women’s welterweight boxing final at theParis Olympics 2024..."
2064,Biologist Richard Dawkins says his comments on Imane Khelif caused Facebook to remove his account,2024-08-11,tribune.com.pk,https://tribune.com.pk/story/2487217/biologist-richard-dawkins-says-his-comments-on-imane-khelif-caused-facebook-to-remove-his-account,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, eligibility, gender, male",8,"IE

Dawkins claimed he was censored due to his remarks on Algerian boxer Imane Khelif's Olympic eligibility.

British biologist and author Richard Dawkins announced on August 10 that his Facebook account had been deleted, a move he claims was due to his comments regarding Algerian boxer Imane Khelif’s parti..."
2065,Imane Khelif files legal complaint for online harassment | Out.com,2024-08-10,www.out.com,https://www.out.com/gay-athletes/imane-khelif-legal-harassment-complaint-details,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex",8,"By continuing to use our site, you agree to ourPrivacy PolicyandTerms of Use.

Imane Khelif files legal complaint for harassment over gender controversy

The Algerian boxer and gold medalist at the Paris 2024 Olympics is moving forward with an official harassment complaint following the outcry over her gender.

Imane Khelif at..."
2069,Elon Musk & JK Rowling could face prison if Imane Khelif wins lawsuit,2024-08-16,thetab.com,https://thetab.com/2024/08/16/elon-musk-and-jk-rowling-could-face-up-to-five-years-in-prison-if-imane-khelif-wins-her-lawsuit,high_precision,high,"imane khelif, khelif","boxer, gender, sex, intersex, male, female",8,"The Olympic boxer named the two in her cyberbullying lawsuit after gender dispute

Elon Musk and JK Rowling could face up to five years in prison or a £214,000 fine if Imane Khelif wins the cyberbullying lawsuit she has filed in Paris after the Olympics, where s..."
2070,"JK Rowling Tries To Return To Social Media After Imane Khelif Lawsuit, Gets Immediately Shut Down | Bored Panda",2024-08-26,www.boredpanda.com,https://www.boredpanda.com/jk-rowling-target-imane-khelif-boxer-lawsuit-shut-down/,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, gender, male, female",8,"...s — fresh every week!

We value your inbox – it's free and you can unsubscribe anytime with one click.

5

34

Link copied!

Share

Link copied!

Share

After a two-week silence online,J.K. Rowlingreturned to social media with more hatred directed atAlgerian boxer Imane Khelif.



Thenotoriously transphobicwriter resurfaced on X (formerly known as Twitter) after her rare social media silence. Following her tweet on August 8, she posted for the first time on August 23 and wasted no time in reigni..."
2083,Imane Khelif files complaint due to abuse over gender at Paris Olympics - ESPN,2024-08-11,www.espn.com,https://www.espn.com/olympics/story/_/id/40819583/imane-khelif-files-complaint-due-abuse-gender-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, eligibility, gender, sex",8,"PARIS -- Olympic gold-medal-winning boxer Imane Khelif, who endured intense scrutiny about her gender throughout the Paris Games, has filed a formal legal complaint in which she says she was the victim of online abuse.

In a statement posted Sunday to Instagram, Khelif's attorney, Nabi..."
2088,Olympic gold medallist Imane Khelif knocks court of law over online harassment: ‘Want to change…..’ | Today News,2024-08-11,www.livemint.com,https://www.livemint.com/news/paris-olympics-2024-gold-medallist-imane-khelif-gender-dispute-court-of-law-online-harassment-boxing-athlete-11723362753516.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex",8,"Paris Olympics 2024: Imane Khelif, the boxer caught in a gender dispute, became the first Algerian woman to win an Olympic gold in boxing. She has approached the court of Law to file a formal legal complaint against online harassment,Reutersreported citing her lawyer's s..."
3111,Online public shaming of women athletes at the 2024 Paris Olympics highlights gender-based violence,,theconversation.com,https://theconversation.com/online-public-shaming-of-women-athletes-at-the-2024-paris-olympics-highlights-gender-based-violence-237104,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, gender, sex, male",8,"...n X (formerly Twitter) accounts of athletes involved in the 2020 Tokyo Olympics were monitored prior to and during the Games,70 per cent of targeted athletes were women, with women receiving 87 per cent of the hateful messages directed at athletes.

Gender-based public shaming of women athletes includes objectification of women, proliferation of sexist language, promotion of hyper-masculinity and use of victim-blamingin cases of sexual violence.

Two poignant examples of this kind of public sham..."
3136,"International Boxing Association Demands Clarification From Olympics On Boxing Match Qualifications | 
		The Daily Caller",,dailycaller.com,https://dailycaller.com/2024/08/01/international-boxing-association-demands-clarification-from-olympics-on-boxing-match-qualifications/?_gl=1*1j7fywb*_up*MQ..*_ga*MjYyNzQ3NzU4LjE3NjkwOTQ1MzE.*_ga_B906X4P4C5*czE3NjkwOTQ1MzAkbzEkZzAkdDE3NjkwOTQ1NDYkajQ0JGwwJGgw,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, eligibility, male, female",8,"(Photo by Richard Pelham/Getty Images)

The International Boxing Association (IBA) issued a statement Wednesday ahead of the International Olympic Committee’s (IOC) decision to let two men compete as women at the 2024 Paris games.

Both Lin Yu-Ting and Imane Khelif,menwho tell people they’re women, were dis..."
3325,Imane Khelif's mother rages at gender controversy and makes vow after Paris Olympics saga,2024-08-17,www.gbnews.com,https://www.gbnews.com/sport/olympics/imane-khelif-mother-rages-gender-controversy-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, algeria, algerian, gender, male, female",8,"Imane Khelif's mother has furiously bristled at allegations her daughter is a 'man' - and vowed to always stand by her

REUTERS

ByJack Otway,

Published: 17/08/2024

The 25-year-old recently won gold in France, despite her involvement in the competi..."
3351,POLL OF THE DAY: Do you think Olympic bosses have gone mad? YOUR VERDICT,2024-08-05,www.gbnews.com,https://www.gbnews.com/sport/olympics/poll-of-the-day-olympic-bosses-paris-2024-mad,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, gender test",8,"...atch between Chinese Taipei and India. now, the light on the entire arena just went off in the middle of the volleyball match between Japan and UGA.” (sic)Another message read: “Lights f*** up, peak volleyball.”However, the biggest upset came in the boxing after the IOC on Thursday defended its decision to allow boxers to compete who had failed the gender test.Imane Khelif of Algeria was disqualified from the boxing championship last year due to her “high levels of testosterone” and fought Italy..."
3358,Olympics controversy as Lin Yu-ting beats Sitora Turdibekova just 24 hours after Imane Khelif win,2024-08-02,www.gbnews.com,https://www.gbnews.com/sport/olympics/olympics-controversy-as-lin-yu-ting-beats-sitora-turdibekova-just-24-hours-after-imane-khelif-win,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, eligibility, gender",8,"...28-year-old got her campaign in Paris off to a winning start

There was more controversy at the Olympics on Friday as Lin Yu-ting beat Sitora Turdibekova in their round of 16 clash in Paris.

Lin has been in the spotlight after previously failing a gender eligibility test at the World Boxing Championships last year.

Imane Khelif has already faced a huge backlash, with the Algeria star also failing to pass the same test at the same tournament. She beat Angela Carini on Thursday.Both Khelif and..."
3363,Imane Khelif makes feelings clear as controversial Olympics star lashes out amid gender scrutiny,2024-08-05,www.gbnews.com,https://www.gbnews.com/sport/olympics/imane-khelif-olympics-feelings-clear-gender-scrutiny,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"Imane Khelif has lashed out at critics at the Paris Olympics

REUTERS

ByJack Otway,

Published: 05/08/2024

The Algerian boxer is guaranteed a medal out in Paris

Imane Khelif has made it clear she's disgusted by the criticism she's received amid he..."
3372,Imane Khelif's opponent explains why she withdrew from controversial boxing fight at the Olympics,2024-08-01,www.gbnews.com,https://www.gbnews.com/sport/olympics/imane-khelif-opponent-boxing-withdraw-olympics,high_precision,high,"imane khelif, khelif","boxing, algeria, algerian, eligibility, gender, gender test",8,"Imane Khelif beat Angela Carini in the Olympics on Thursday

REUTERS

ByJack Otway,

Published: 01/08/2024

Updated: 01/08/2024

The Algeria star is the centre of a storm out in Paris

Angela Carini, who fought Imane Khelif in the boxing at the Olymp..."
3677,"Boxer who failed gender test cleared for Olympics, competes in same weight class as Petecio",2024-07-30,www.rappler.com,https://www.rappler.com/sports/boxing/lin-yu-ting-failed-gender-test-cleared-paris-olympics-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, eligibility, gender, gender test",8,"SUMMARY

This is AI generated summarization, which may have errors. For context, always refer to the full article.

FIGHT. Boxer Nesthy Petecio of the Philippines in action against Lin Yu-Ting of Chinese Taipei in the round of 16 of the women's 57kg division in the Tokyo Olympics.

Buda Mendes/REUTERS

Vaunted foes stand in the way ofNesthy Petecioin her golden quest in..."
4285,Lin Yu Ting ‘shut myself off’ from outside noise amid gender eligibility row | The Independent,2024-08-10,www.independent.co.uk,https://www.independent.co.uk/sport/olympics/international-olympic-committee-imane-khelif-international-boxing-association-paris-algerian-b2594543.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"...se refresh your browser to be logged in

Swipe for next article

Removed from bookmarks

I would like to be emailed about offers, events and updates from The Independent. Read ourPrivacy notice

Newly-crowned Olympic champion Lin Yu Ting, one of the boxers at the centre of a gender eligibility row, insisted she has not paid too much attention to outside noise throughout theParisGames.

Lin andAlgerianfighterImane Khelifhave been at the heart of controversy after they were both cleared to compete..."
4758,What Was the Paris Olympics? | The Nation,2024-08-15,www.thenation.com,https://www.thenation.com/article/society/paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex",8,"...Olympians make the Olympics, and Paris 2024 was no exception. The Paris Games featured athletes who brought exquisite skill and joy to the competition, but they also brought their politics. It started with the opening ceremony, when members of the Algerian teamreleasedroses into the Seine to honor those who were shot and drowned in the river by French police in 1961, the final year of Algeria’s war of independence from colonial France. Upwards of 120 people were killed in an incident that, for..."
4850,PARIS OLYMPICS 2024: What you need to know right now | The Straits Times,2024-08-09,www.straitstimes.com,https://www.straitstimes.com/sport/basketball/paris-olympics-2024-what-you-need-to-know-right-now,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex",8,"...iggest sports news in your inbox





PublishedAug 09, 2024, 08:07 PM

UpdatedAug 09, 2024, 08:07 PM

PARIS - The United States dominated the 4x400 metres women's relay qualifiers on Friday, the men's marathon swim went ahead in the Seine river, and Algerian boxer Imane Khelif prepared to fight for gold in the evening.

A total of 35 gold medals are on offer on Friday in athletics, boxing, cycling track, football, kayak and sailing, among other sports.

Here is what you need to know about the Ol..."
4907,Algeria’s Imane Khelif beats Yang Liu to win boxing gold at Paris Olympics | Paris Olympics 2024 News | Al Jazeera,2024-08-09,www.aljazeera.com,https://www.aljazeera.com/sports/2024/8/9/algerias-imane-khelif-beats-yang-liu-to-win-boxing-gold-at-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"The boxer emerged victorious in the welterweight fight amid a gender row to bag Algeria’s second gold medal in Paris.

Save

Share

Imane Khelif smiled, danced and roared with delight after beating China’s Yang Liu to become the first Algerian, Arab and..."
4909,Who is Imane Khelif? When is her Olympics gold medal fight? | Paris Olympics 2024 News | Al Jazeera,2024-08-08,www.aljazeera.com,https://www.aljazeera.com/news/2024/8/8/who-is-imane-khelif-when-is-her-olympics-gold-medal-fight,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"Algeria’s Imane Khelif will face China’s Yang Liu on Friday for a chance to win the country’s first women’s boxing gold medal.

Save

Share

Algerian boxerImane Khelifis on the verge of winning a gold medal at the Paris 2024 Olympics Games amid a gen..."
5213,Olympic Committee Chairman Complains There is 'No Scientifically Solid System' to Identify Men From Women | The Gateway Pundit | by Ben Kew,2024-08-10,www.thegatewaypundit.com,https://www.thegatewaypundit.com/2024/08/olympic-committee-chairman-complains-there-is-no-scientifically,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, algeria, male, female",8,"The head of the International Olympic Committee has complained that there is “no scientifically solid system” of identifying a man from a woman.

IOC Chairman Thomas Bach made the comments after being asked about recent controversy surrounding a female boxing match in which one of the fighters had abnormally elevated testosterone levels.

“We have said from the very beginning, if somebody is presenting us a scientifically solid system how to identify men and women, we are the first ones to d..."
7206,"Italian Olympic boxer apologizes as ""transvestigation"" against opponent spreads - Salon.com",2024-08-02,www.salon.com,https://www.salon.com/2024/08/02/italian-olympic-boxer-apologizes-as-transvestigation-against-opponent-spreads,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, gender test",8,"Italian Olympic boxer Angela Carini is standing with Algerian opponent Imane Khelif, a cisgender woman who faced a barrage of attacks from far-rightâtransvestigatorsâonline.

Carini took to Italian newspaper Gazzetta dello Sport to issue an apology to Khelif, wh..."
7874,The moments we won't forget from the Paris 2024 Olympics,2024-08-11,inews.co.uk,https://inews.co.uk/news/the-moments-we-wont-forget-from-the-paris-2024-olympics-3222229,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"...c crowds with two dramatic winning matches at Roland Garros, leaving Murray satisfied after finishing his career on his terms.

Among the highs there were also lows, with the Games enduring its fair-share of controversy, notably with astill rumbling gender eligibility row.

Those involved, Chinese Taipei boxer Lin Yu Ting andAlgerian Imane Khelif each won their weight divisions, having been cleared to compete by the International Olympic Committee (IOC) despite International Boxing Association (..."
8777,France bids reluctant farewell to dazzling Paris Olympics | The Citizen,2024-08-13,www.citizen.co.za,https://www.citizen.co.za/news/news-world/france-bids-reluctant-farewell-to-dazzling-paris-olympics,high_precision,high,"imane khelif, khelif","boxer, female boxer, algeria, gender, male, female",8,"...remony followed 17 days of drama-filled sporting action lit up by Biles, American sprinter Noah Lyles, Pakistan’s javelin king Arshad Nadeem and casual Turkish shooter Yusuf Dikec, who has become an Internet sensation.

They also featured a damaging gender row about two female boxers, Imane Khelif of Algeria and Taiwan’s Lin Yu-ting, who both went on to win gold.

The last day of sporting action saw the United States pip China for top spot in the battle for medals after the US women’s basketball..."
9016,Golden Biles makes more history as gender row rocks Paris Olympics - Jamaica Observer,2024-08-02,www.jamaicaobserver.com,https://www.jamaicaobserver.com/2024/08/02/golden-biles-makes-history-gender-row-rocks-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"PARIS, France (AFP) — Simone Biles recaptured her all-around gymnastics crown on Thursday for her sixth Olympic gold and second in Paris, as a gender eligibility row in boxing shook the Games.

Already considered the greatest gymnast of all time, the American Biles made another piece of history as the first woman to regain the Olympic all-around title, having won it in 2016.

Biles capped a..."
9119,#ParisOlympics: Algerian boxer in gender row goes for Olympic gold - Jamaica Observer,2024-08-09,www.jamaicaobserver.com,https://www.jamaicaobserver.com/2024/08/08/parisolympics-algerian-boxer-gender-row-goes-olympic-gold,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender",8,"PARIS, France (AFP) — Algerian boxer Imane Khelif, at the centre of an Olympic gender eligibility row, goes for gold in Paris on Friday as Thierry Henry bids to lead France’s footballers to glory.

With just three days of sport to go at the Games, there is a packed athlet..."
766,What does Russia think about the 2024 Olympic Games?,2024-08-07,www.cnbc.com,https://www.cnbc.com/2024/08/07/what-does-russia-think-about-the-2024-olympic-games.html,high_precision,high,"imane khelif, khelif","boxing, boxer, women's boxing, eligibility, gender",7,"...ty of which are linked to the Russian state, have appeared to revel in misfortunes and controversies — both significant and less so — that have sprung up during the competition, ranging from complaints over the catering in the Olympic Village to the gender furor in the women's boxing event.

With nothing to win and less to lose, Russia's media coverage of the Olympics has been invariably negative about the competition, host France and the organizer, the International Olympic Committee (IOC).

Th..."
2048,"Paris Olympics 2024: Imane Khelif after historic gold in boxing says, 'I'm a woman like any other woman. I am qualified' | Mint",2024-08-10,www.livemint.com,https://www.livemint.com/sports/olympics-news/paris-olympics-2024-imane-khelif-after-historic-gold-in-boxing-says-im-a-woman-like-any-other-woman-i-am-qualified-11723285661600.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, eligibility, gender",7,"Paris Olympics 2024: Algeria's Imane Khelif's win at the Paris 2024 Olympics amid a row surrounding her gender in the women's 66 kg final boxing category was historic. After winning her gold, Imane said she is a woman, “like any other woman”.

The 24-year-old won the gol..."
2067,"J.K. Rowling, Elon Musk in Imane Khelif Cyberbullying Lawsuit",2024-08-14,popcrush.com,https://popcrush.com/imane-khelif-j-k-rowling-elon-musk-cyberbullying-lawsuit/,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, male, female",7,"J.K. RowlingandElon Muskhave been named in a cyberbullying lawsuit filed by Olympic boxer Imane Khelif.

The Algerian boxer, who is a gold medalist after the 2024 ParisOlympics, filed the suit in Paris.

EvenDonald Trumpis named in the suit, which also focuses on X at large.

""J. K. Rowling and Elon Musk are named in the lawsuit, am..."
2087,Boxing: Olympics-Boxing-Algerian Khelif wins semi-final amid gender row | The Star,2024-08-07,www.thestar.com.my,https://www.thestar.com.my/sport/boxing/2024/08/07/olympics-boxing-algerian-khelif-wins-semi-final-amid-gender-row,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender",7,"Wednesday, 07 Aug 2024

Paris 2024 Olympics - Boxing - Women's 66kg - Semifinal - Roland-Garros Stadium, Paris, France - August 06, 2024. Imane Khelif of Algeria in action against Janjaem Suwannapheng of Thailand. REUTERS/Peter Cziborra

PARIS (Reuters) -     Imane Khelif beat Thailand's Janjaem..."
2100,Olympic boxer Imane Khelif's leaked lab results offer new evidence about her biological sex | New York Post,2025-06-02,nypost.com,https://nypost.com/2025/06/02/sports/olympic-boxer-imane-khelifs-leaked-lab-results-offer-new-evidence-about-her-biological-sex/,high_precision,high,"imane khelif, khelif","boxing, boxer, sex, male, female",7,"Newly leaked test results prove that Olympic boxer Imane Khelif does have male chromosomes — after the International Olympic Committee dismissed the claims as “not legitimate” and let her compete in the Paris 2024 Games.

Khelif – a 26-year-old who has long maintained she is female — was found..."
2108,BBC Audio | Focus on Africa | Why is Algeria's Imane Khelif at the centre of controversy at the Paris Olympics?,,www.bbc.com,https://www.bbc.com/audio/play/p0jg50p4,high_precision,high,"imane khelif, khelif","boxing, algeria, eligibility, gender, sex",7,"...arrested in Tunisia?

Uganda's LRA trial: Who is Thomas Kwoyelo?

Can Africa tackle the Mpox public health emergency?

Why does a Chinese company want to seize Nigeria's assets?

Why is Cape Town evicting homeless people from the city centre?

How a sexual assualt viral video outraged Tanzania

Why are African workers being prevented from leaving Lebanon?

Why are fatal boat accidents so common in DR Congo?

Wagner: Have Russian operations in Africa changed?

Why are the Maasai in Tanzania conte..."
2123,"Paris 2024 Olympics: Faced with gender row, Algeria supports boxer Imane Khelif",2024-08-02,www.lemonde.fr,https://www.lemonde.fr/en/international/article/2024/08/02/olympics-2024-faced-with-gender-row-algeria-supports-boxer-imane-khelif_6707757_124.html,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, gender, sex",7,"...Kirk's murder, Europe's far right swears allegiance to Trump's politics

France takes anti-drone measures after flight over nuclear submarine base

Did French authorities know cement company Lafarge was funding terrorist groups?

After Le Scouarnec sexual abuse trial, court faces challenge of compensating victims

French justice stalls as evidence of police violence during 2023 protest is overlooked

Israel's D9 bulldozer, a tool of destruction in Gaza

Ukraine's Pokrovsk faces fierce fighting,..."
3135,"Olympic Committee President Suggests There’s No Scientific ‘Way’ To Differentiate Between Men And Women | 
		The Daily Caller",,dailycaller.com,https://dailycaller.com/2024/08/09/olympic-committee-president-suggests-theres-no-scientific-way-to-differentiate-between-men-and-women/?_gl=1*4a51jg*_up*MQ..*_ga*MjYyNzQ3NzU4LjE3NjkwOTQ1MzE.*_ga_B906X4P4C5*czE3NjkwOTQ1MzAkbzEkZzAkdDE3NjkwOTQ1NDYkajQ0JGwwJGgw,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, eligibility, sex",7,"(Photo by Alex Broadway/Getty Images)

International Olympic Committee (IOC) President Thomas Bach suggested there is no scientific way to differentiate between men and women during a press conference on Friday.

Sex eligibility rules have been a point ofcontentionat the 2024 Paris Olympics, with Italian boxer Angela Carini withdrawing just 46 seconds into her fight with Algerian fighter Imane Khelif. Perhaps as a result, Bach was asked Friday if the committe..."
3342,Imane Khelif delivers parting shot after winning gold at Paris Olympics - 'There is no doubt',2024-08-10,www.gbnews.com,https://www.gbnews.com/sport/olympics/imane-khelif-parting-shot-gold-paris-olympics-boxing,high_precision,high,"imane khelif, khelif","boxing, algeria, gender, gender test, male",7,"Imane Khelif delivered a parting shot at her critics after winning gold at the Paris Olympics on Friday night

REUTERS

ByJack Otway,

Published: 10/08/2024

The Algeria star secured the prize on Friday night with victory over China's Yang Liu

Imane..."
3347,Imane Khelif's coach reveals private conversation with boxing star amid Olympics controversy - 'She said',2024-08-08,www.gbnews.com,https://www.gbnews.com/sport/olympics/imane-khelif-coach-private-conversation-boxing-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, gender, male",7,"Imane Khelif's coach has opened up on the boxer amid controversy surrounding her involvement at the Paris Olympics

REUTERS

ByJack Otway,

Published: 08/08/2024

The 25-year-old will take part in the gold medal fight on Friday

Imane Khelif's coach..."
3364,Judy Murray message goes viral as Andy Murray retires from tennis after Olympics defeat,2024-08-02,www.gbnews.com,https://www.gbnews.com/sport/olympics/judy-murray-message-goes-viral-andy-murray-retires-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, gender, gender test, male",7,"...-year-old, while she replied to a montage of her son in action over the years by saying: ""Love this.""Murray had been aiming to win a third gold medal, having previously scaled those heights back in 2012 and 2016.JUST IN:Judy Murray makes demand over Imane Khelif controversy after Italian boxer quit fightBut he's proud of how he performed at the Olympics this summer, despite struggling with a back injury before the competition started.Sir Keir Starmer has led the tributes to Murray, with the prim..."
